1612497720.003902,0.000184,84
1612497720.236606,0.000298,84
1612497720.528216,0.000191,84
1612497720.533087,0.000135,84
1612497721.136198,0.000241,84
1612497721.262455,0.000200,84
1612497721.401554,0.000199,84
1612497721.479787,0.000169,84
1612497721.662362,0.000205,84
1612497721.842581,0.000167,84
1612497722.556239,0.000149,84
1612497722.611500,0.000245,84
1612497722.831305,0.000172,84
1612497722.963121,0.000181,84
1612497723.116010,0.000165,84
1612497723.582301,0.000276,83
1612497723.661213,0.000227,84
1612497724.004561,0.000173,84
1612497724.587984,0.000267,84
1612497724.739389,0.000246,84
1612497724.860662,0.000183,84
1612497724.940270,0.000162,83
1612497725.003808,0.000210,84
1612497725.120918,0.000158,84
1612497725.162624,0.000209,84
1612497725.313866,0.000149,84
1612497725.557596,0.000319,83
1612497725.733249,0.000187,83
1612497725.757456,0.000145,84
1612497725.808132,0.000138,84
1612497725.992869,0.000176,83
1612497726.076915,0.000219,84
1612497726.173509,0.000229,84
1612497726.310758,0.000148,84
1612497727.231750,0.000203,84
1612497727.296170,0.000251,84
1612497727.586261,0.000191,84
1612497727.801324,0.000283,84
1612497727.880373,0.000164,84
1612497727.980805,0.000131,83
1612497728.532549,0.000274,83
1612497728.752279,0.000191,84
1612497728.819852,0.000186,84
1612497729.644375,0.000259,84
1612497729.712421,0.000286,84
1612497729.828247,0.000190,84
1612497729.844371,0.000147,84
1612497730.044779,0.000147,84
1612497730.107054,0.000237,83
1612497730.308516,0.000287,84
1612497730.543200,0.000249,84
1612497730.619991,0.000190,83
1612497730.645446,0.000189,84
1612497730.861079,0.000242,84
1612497730.982097,0.000179,84
1612497731.056280,0.000204,83
1612497731.111987,0.000119,84
1612497731.575157,0.000144,84
1612497731.744734,0.000278,84
1612497731.758672,0.000252,82
1612497731.868989,0.000185,84
1612497731.940912,0.000239,83
1612497731.990029,0.000219,84
1612497732.109291,0.000204,83
1612497732.159939,0.000234,83
1612497732.275204,0.000240,84
1612497732.287931,0.000180,84
1612497732.545676,0.000239,84
1612497732.594417,0.000143,84
1612497732.623837,0.000110,83
1612497732.886243,0.000257,83
1612497733.023970,0.000142,83
1612497733.056060,0.000106,84
1612497733.406138,0.000155,84
1612497733.489408,0.000261,84
1612497733.502917,0.000127,84
1612497733.686014,0.000221,83
1612497733.697997,0.000128,83
1612497733.947613,0.000222,84
1612497734.168837,0.000284,84
1612497734.433523,0.000247,84
1612497734.566192,0.000160,84
1612497734.733762,0.000119,83
1612497735.613765,0.000215,83
1612497735.711483,0.000133,84
1612497735.771497,0.000115,84
1612497736.212935,0.000292,84
1612497736.321332,0.000273,84
1612497737.432231,0.000315,84
1612497737.531228,0.000217,84
1612497737.644160,0.000335,84
1612497737.906868,0.000221,84
1612497738.069539,0.000239,84
1612497738.745099,0.000249,82
1612497739.195320,0.000222,84
1612497739.215069,0.000251,84
1612497739.226552,0.000140,84
1612497739.232607,0.000136,84
1612497739.608707,0.000153,83
1612497739.661407,0.000117,84
1612497740.078558,0.000148,84
1612497740.103297,0.000285,84
1612497740.310074,0.000258,84
1612497740.691062,0.000215,83
1612497740.798084,0.000191,84
1612497740.821242,0.000205,84
1612497740.928835,0.000206,84
1612497740.979310,0.000129,84
1612497741.103013,0.000167,84
1612497741.460438,0.000269,84
1612497741.562533,0.000160,84
1612497741.618970,0.000188,83
1612497741.849032,0.000257,84
1612497742.093792,0.000193,83
1612497742.215380,0.000281,84
1612497742.459851,0.010179,83
1612497742.735971,0.000220,84
1612497742.755665,0.000132,83
1612497743.359116,0.000278,84
1612497743.720295,0.000280,84
1612497743.792964,0.000170,84
1612497743.814056,0.000175,84
1612497744.060318,0.000167,84
1612497744.302210,0.000170,84
1612497744.746655,0.000250,84
1612497745.187527,0.000303,84
1612497745.206903,0.000207,84
1612497745.373247,0.000195,83
1612497745.430375,0.000183,84
1612497745.499600,0.001351,83
1612497745.589454,0.000256,84
1612497745.660892,0.000196,84
1612497745.674258,0.000181,84
1612497745.953687,0.000162,84
1612497746.338398,0.000285,84
1612497746.342891,0.000156,84
1612497746.439381,0.000205,84
1612497746.474165,0.000179,84
1612497746.689121,0.000258,84
1612497746.725976,0.000129,83
1612497746.867504,0.000154,84
1612497747.548904,0.000190,83
1612497747.654428,0.000214,84
1612497747.796704,0.000139,84
1612497748.332843,0.000242,83
1612497748.607066,0.000392,84
1612497748.635998,0.000172,84
1612497748.952687,0.000192,84
1612497748.977148,0.000183,83
1612497749.026697,0.000206,84
1612497749.129639,0.000129,84
1612497749.154152,0.000178,84
1612497749.372419,0.000235,84
1612497749.429306,0.000213,84
1612497749.559593,0.000144,82
1612497749.622280,0.000129,84
1612497749.629757,0.000198,84
1612497749.793440,0.000195,84
1612497749.835320,0.000134,84
1612497749.925302,0.000220,84
1612497749.936538,0.000190,84
1612497750.060347,0.000195,84
1612497750.379511,0.000163,84
1612497750.452332,0.000203,84
1612497750.492625,0.000126,84
1612497750.505333,0.000195,84
1612497750.596505,0.000168,84
1612497750.599952,0.000209,84
1612497750.889197,0.000232,83
1612497751.572247,0.000268,83
1612497751.720941,0.000206,83
1612497751.995553,0.000247,84
1612497752.269853,0.000240,84
1612497752.368434,0.000205,84
1612497752.594708,0.000230,84
1612497752.766022,0.000212,82
1612497752.966207,0.000185,84
1612497753.094990,0.000156,83
1612497753.190041,0.000198,84
1612497753.241375,0.000121,84
1612497753.264211,0.000107,84
1612497753.404588,0.000140,84
1612497753.451895,0.000217,83
1612497753.474763,0.000184,84
1612497753.476865,0.000167,84
1612497753.520086,0.000124,84
1612497753.526808,0.000199,84
1612497753.662612,0.000181,84
1612497753.812861,0.000179,84
1612497753.819722,0.000196,84
1612497753.853291,0.000139,84
1612497754.439912,0.000263,84
1612497754.559368,0.000238,84
1612497754.623285,0.000211,84
