1612498388.357215,0.000298,84
1612498388.454865,0.000202,84
1612498388.546249,0.000226,84
1612498388.858868,0.000654,84
1612498389.228928,0.000441,84
1612498389.253481,0.000171,84
1612498389.361605,0.000402,84
1612498389.803673,0.000259,84
1612498389.958850,0.000371,84
1612498390.004846,0.009464,84
1612498390.004874,0.010144,84
1612498390.032348,0.000179,84
1612498390.276646,0.008733,84
1612498390.326845,0.001393,84
1612498390.420686,0.002157,84
1612498390.433154,0.005862,84
1612498390.443871,0.006707,84
1612498390.457660,0.002495,84
1612498390.470124,0.004117,84
1612498390.640415,0.004292,84
1612498390.653164,0.006520,84
1612498390.663862,0.006045,84
1612498390.697849,0.001142,84
1612498390.841856,0.002839,84
1612498390.853220,0.009622,84
1612498390.889841,0.006615,84
1612498390.900887,0.000245,84
1612498390.935845,0.004135,84
1612498390.946847,0.008748,83
1612498391.020964,0.006849,84
1612498391.075846,0.000376,83
1612498391.152933,0.007242,84
1612498391.220845,0.007231,84
1612498391.259846,0.003645,84
1612498391.270932,0.006405,84
1612498391.391781,0.001838,84
1612498391.402901,0.000202,84
1612498391.424844,0.009703,84
1612498391.481933,0.005213,84
1612498391.537846,0.003792,83
1612498391.581848,0.008431,84
1612498391.595860,0.009033,83
1612498391.639866,0.003642,84
1612498391.658274,0.000476,84
1612498391.790853,0.000958,84
1612498391.804002,0.006346,84
1612498391.881844,0.001858,84
1612498391.919839,0.008261,84
1612498392.009935,0.001608,84
1612498392.023844,0.009322,84
1612498392.034886,0.010658,84
1612498392.113911,0.004146,84
1612498392.186852,0.009336,84
1612498392.221557,0.003068,84
1612498392.243882,0.005008,84
1612498392.274844,0.007246,84
1612498392.274868,0.002825,83
1612498392.313845,0.004474,83
1612498392.344512,0.007503,84
1612498392.366861,0.009999,84
1612498392.395845,0.000287,83
1612498392.551894,0.006287,84
1612498392.626848,0.010364,84
1612498392.637841,0.008349,83
1612498392.653197,0.000619,84
1612498392.675839,0.010385,84
1612498392.712154,0.002273,84
1612498392.712182,0.007867,83
1612498392.717186,0.000821,84
1612498392.841846,0.002915,84
1612498392.864847,0.000446,84
1612498392.875848,0.006825,84
1612498392.875875,0.009790,83
1612498392.919845,0.000958,84
1612498392.930851,0.010308,84
1612498392.930874,0.008287,84
1612498392.974854,0.000489,84
1612498393.040847,0.002934,84
1612498393.051904,0.006499,84
1612498393.057466,0.000227,84
1612498393.088633,0.000160,84
1612498393.204184,0.000338,83
1612498393.244771,0.000316,84
1612498393.245399,0.000193,84
1612498393.344985,0.000259,84
1612498393.369736,0.000190,84
1612498393.424251,0.000246,83
1612498393.440518,0.000240,84
1612498393.491026,0.000242,84
1612498393.511609,0.000229,84
1612498393.623307,0.000194,84
1612498393.640761,0.000182,82
1612498393.782257,0.000253,83
1612498393.825684,0.000171,84
1612498393.948168,0.000236,84
1612498393.949026,0.000281,84
1612498393.963291,0.000196,84
1612498393.992661,0.000280,84
1612498394.044626,0.000232,84
1612498394.050752,0.000178,84
1612498394.077948,0.000179,83
1612498394.101638,0.000243,84
1612498394.148803,0.000213,82
1612498394.167156,0.000258,84
1612498394.179807,0.000235,84
1612498394.269230,0.000255,83
1612498394.307108,0.000179,84
1612498394.337205,0.000159,83
1612498394.366261,0.000173,84
1612498394.385293,0.000526,83
1612498394.419565,0.000167,84
1612498394.437420,0.000283,84
1612498394.515232,0.007400,84
1612498394.534190,0.000529,84
1612498394.546843,0.003155,84
1612498394.607851,0.000419,84
1612498394.661844,0.004638,84
1612498394.750863,0.002685,84
1612498394.789865,0.002154,83
1612498394.816106,0.000279,83
1612498394.820345,0.000603,84
1612498394.846879,0.000214,83
1612498394.850696,0.002033,84
1612498394.862256,0.000207,84
1612498394.888861,0.006303,84
1612498394.899856,0.002011,83
1612498394.899897,0.010501,84
1612498394.937859,0.000673,84
1612498394.968564,0.001730,84
1612498394.989382,0.000252,84
1612498395.014841,0.006001,84
1612498395.036910,0.009640,82
1612498395.057280,0.001086,84
1612498395.072509,0.004636,84
1612498395.072539,0.004915,84
1612498395.104488,0.001098,82
1612498395.107013,0.000998,84
